CityCode,City,TenureCode,Tenure,CompositionCode,Composition,Observation
E09000004,Bexley,3,Private rented or lives rent free,12,Other household types: Other related household: Other family composition,263
E09000004,Bexley,3,Private rented or lives rent free,13,Other household types: With dependent children,903
E09000004,Bexley,3,Private rented or lives rent free,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1108
E09000005,Brent,-8,Does not apply,-8,Does not apply,0
E09000005,Brent,-8,Does not apply,1,One-person household: Aged 66 years and over,0
E09000005,Brent,-8,Does not apply,2,One-person household: Other,0
E09000005,Brent,-8,Does not apply,3,Single family household: All aged 66 years and over,0
E09000005,Brent,-8,Does not apply,4,Single family household: Married or civil partnership couple: No children,0
E09000005,Brent,-8,Does not apply,5,Single family household: Married or civil partnership couple: Dependent children,0
E09000005,Brent,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000005,Brent,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000005,Brent,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000005,Brent,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000005,Brent,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000005,Brent,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000005,Brent,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000005,Brent,-8,Does not apply,13,Other household types: With dependent children,0
E09000005,Brent,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000005,Brent,0,Owned: Owns outright,-8,Does not apply,0
E09000005,Brent,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,4781
E09000005,Brent,0,Owned: Owns outright,2,One-person household: Other,2579
E09000005,Brent,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,3309
E09000005,Brent,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,1732
E09000005,Brent,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1204
E09000005,Brent,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,3412
E09000005,Brent,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,458
E09000005,Brent,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,110
E09000005,Brent,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,107
E09000005,Brent,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,294
E09000005,Brent,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,2047
E09000005,Brent,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,372
E09000005,Brent,0,Owned: Owns outright,13,Other household types: With dependent children,1463
E09000005,Brent,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2065
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,524
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,4245
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,282
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,2171
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,6200
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,2110
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,1299
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,731
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,119
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,874
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,1047
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,322
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,2157
E09000005,Brent,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1825
E09000005,Brent,2,Rented: Social rented,-8,Does not apply,0
E09000005,Brent,2,Rented: Social rented,1,One-person household: Aged 66 years and over,3032
E09000005,Brent,2,Rented: Social rented,2,One-person household: Other,7041
E09000005,Brent,2,Rented: Social rented,3,Single family household: All aged 66 years and over,451
E09000005,Brent,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,781
E09000005,Brent,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,2991
E09000005,Brent,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1295
E09000005,Brent,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,350
E09000005,Brent,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,511
E09000005,Brent,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,209
E09000005,Brent,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,4719
E09000005,Brent,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,3638
E09000005,Brent,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,461
E09000005,Brent,2,Rented: Social rented,13,Other household types: With dependent children,1406
E09000005,Brent,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",990
E09000005,Brent,3,Private rented or lives rent free,-8,Does not apply,0
E09000005,Brent,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,1375
E09000005,Brent,3,Private rented or lives rent free,2,One-person household: Other,8408
E09000005,Brent,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,259
